"2021-07-13T23:30:48Z","football","Football","1.7440898414606028"
"2021-07-13T23:01:01Z","inequality","Inequality","2.513455049390021"
"2021-07-13T23:01:01Z","society","Society","2.6906606500006376"
"2021-07-13T23:01:00Z","environment","Environment","0.8843723605465775"
"2021-07-13T23:00:54Z","education","Education","3.6031659358399066"
"2021-07-13T23:00:13Z","uk-news","UK news","2.650828420590997"
"2021-07-13T23:00:00Z","crosswords","Crosswords","0.0"
"2021-07-13T23:00:00Z","crosswords","Crosswords","0.0"
"2021-07-13T22:54:38Z","australia-news","Australia news","2.197669145279079"
"2021-07-13T22:46:28Z","world","World news","4.827602463071058"
"2021-07-13T22:30:00Z","society","Society","3.9473399754816847"
"2021-07-13T21:17:10Z","football","Football","1.8756197849315366"
"2021-07-13T21:13:42Z","us-news","US news","0.7234683742749071"
"2021-07-13T21:13:01Z","australia-news","Australia news","2.9681007973751488"
"2021-07-13T21:06:53Z","sport","Sport","1.1860183827691142"
"2021-07-13T21:02:17Z","sport","Sport","1.3008366087569863"
"2021-07-13T21:02:01Z","us-news","US news","0.0"
"2021-07-13T21:00:02Z","world","World news","4.760203722898109"
"2021-07-13T20:54:19Z","us-news","US news","4.092014569578956"
"2021-07-13T20:47:42Z","sport","Sport","1.736832982564028"
"2021-07-13T20:43:53Z","film","Film","1.1056616632783387"
"2021-07-13T20:17:30Z","sport","Sport","1.2084425688147067"
"2021-07-13T20:00:02Z","australia-news","Australia news","3.5036456689555338"
"2021-07-13T20:00:01Z","news","News","1.2746138014434765"
"2021-07-13T20:00:01Z","environment","Environment","1.446509454570763"
"2021-07-13T19:59:01Z","news","News","0.9823944435018682"
"2021-07-13T19:49:37Z","football","Football","1.48984912367515"
"2021-07-13T19:24:49Z","world","World news","3.0517583593096"
"2021-07-13T19:24:30Z","football","Football","2.11488466448506"
"2021-07-13T19:10:10Z","politics","Politics","2.743324598447327"
"2021-07-13T19:08:25Z","commentisfree","Opinion","1.0443745324292255"
"2021-07-13T19:05:00Z","film","Film","0.846536680521717"
"2021-07-13T19:04:55Z","business","Business","2.4692757299798234"
"2021-07-13T19:02:13Z","politics","Politics","2.8912086570986637"
"2021-07-13T18:49:16Z","politics","Politics","2.11488466448506"
"2021-07-13T18:45:51Z","film","Film","1.091113356306072"
"2021-07-13T18:43:15Z","uk-news","UK news","1.5891783562492792"
"2021-07-13T18:37:56Z","world","World news","4.160275786050318"
"2021-07-13T18:36:19Z","us-news","US news","0.9273825420117123"
"2021-07-13T18:29:01Z","business","Business","3.8735235127834065"
"2021-07-13T18:22:51Z","world","World news","1.1614577167616114"
"2021-07-13T18:20:42Z","commentisfree","Opinion","2.9486302099252826"
"2021-07-13T18:19:08Z","commentisfree","Opinion","3.786665635034941"
"2021-07-13T18:12:45Z","politics","Politics","4.180891812770923"
"2021-07-13T18:02:37Z","society","Society","4.14530775954747"
"2021-07-13T18:00:50Z","football","Football","1.1531073174315414"
"2021-07-13T18:00:15Z","uk-news","UK news","4.429262155784886"
"2021-07-13T17:58:38Z","football","Football","0.0"
"2021-07-13T17:50:23Z","environment","Environment","1.3457090810048122"
"2021-07-13T17:49:04Z","sport","Sport","1.5064800733436712"
"2021-07-13T17:37:30Z","environment","Environment","2.4914093412497023"
"2021-07-13T17:35:02Z","sport","Sport","2.001354212068635"
"2021-07-13T17:34:22Z","sport","Sport","0.7834725212601297"
"2021-07-13T17:30:51Z","culture","Culture","1.5165787868031637"
"2021-07-13T17:30:50Z","fashion","Fashion","1.814333791266594"
"2021-07-13T17:30:50Z","sport","Sport","2.334706131307909"
"2021-07-13T17:30:50Z","commentisfree","Opinion","1.7088511296791289"
"2021-07-13T17:30:50Z","world","World news","3.6871816844635847"
"2021-07-13T17:30:50Z","australia-news","Australia news","3.9914253429045234"
"2021-07-13T17:30:49Z","australia-news","Australia news","3.0821562297236413"
"2021-07-13T17:30:49Z","sport","Sport","1.8907442474306662"
"2021-07-13T17:22:07Z","football","Football","1.921180526157567"
"2021-07-13T17:20:52Z","sport","Sport","1.4469827117067005"
"2021-07-13T17:19:46Z","travel","Travel","3.9069204035344742"
"2021-07-13T17:18:59Z","environment","Environment","1.4549040174268313"
"2021-07-13T17:18:36Z","business","Business","3.0170069449727417"
"2021-07-13T17:16:39Z","business","Business","3.5458286832826316"
"2021-07-13T17:16:32Z","science","Science","1.1914423717059381"
"2021-07-13T17:16:03Z","politics","Politics","3.6101593517062467"
"2021-07-13T17:05:38Z","football","Football","1.7552145986499816"
"2021-07-13T17:03:59Z","tv-and-radio","Television & radio","1.470625240029993"
"2021-07-13T17:00:48Z","world","World news","2.070607325478791"
"2021-07-13T16:58:37Z","society","Society","2.3230540538147966"
"2021-07-13T16:56:38Z","world","World news","2.530825764052784"
"2021-07-13T16:51:14Z","travel","Travel","0.0"
"2021-07-13T16:38:38Z","tv-and-radio","Television & radio","0.49184095917872345"
"2021-07-13T16:38:02Z","fashion","Fashion","2.4140943311249674"
"2021-07-13T16:35:43Z","artanddesign","Art and design","1.3026870358034301"
"2021-07-13T16:27:59Z","society","Society","2.879258863834045"
"2021-07-13T16:26:14Z","football","Football","0.0"
"2021-07-13T16:24:48Z","sport","Sport","1.679607367313732"
"2021-07-13T16:19:27Z","film","Film","1.4003318979809838"
"2021-07-13T16:17:34Z","film","Film","1.2915776727108754"
"2021-07-13T16:02:17Z","uk-news","UK news","1.3676505354528794"
"2021-07-13T15:57:43Z","books","Books","0.48987442307898854"
"2021-07-13T15:51:09Z","football","Football","2.2379114077347033"
