"2020-09-23T23:56:15Z","commonwealth-bank-australia-next-chapter","Commonwealth Bank Australia: Next Chapter","4.152591965378842"
"2020-09-23T14:56:42Z","football","Football","1.8132921375264113"
"2020-09-23T14:39:51Z","world","World news","4.2308333185989815"
"2020-09-23T14:38:01Z","us-news","US news","2.397289432479343"
"2020-09-23T14:33:28Z","travel","Travel","2.6036967145923455"
"2020-09-23T14:27:36Z","sport","Sport","1.7171827905492674"
"2020-09-23T14:27:21Z","uk-news","UK news","2.1655387582620786"
"2020-09-23T14:22:51Z","commentisfree","Opinion","3.4959536119655836"
"2020-09-23T14:17:38Z","lifeandstyle","Life and style","1.5164862577984932"
"2020-09-23T14:12:09Z","us-news","US news","2.3735086756254526"
"2020-09-23T14:07:42Z","world","World news","1.736250054583913"
"2020-09-23T14:05:38Z","football","Football","0.4456355709443031"
"2020-09-23T14:00:47Z","film","Film","0.5590805992686478"
"2020-09-23T13:49:48Z","environment","Environment","3.399856846035786"
"2020-09-23T13:43:05Z","society","Society","2.622856643102047"
"2020-09-23T13:34:22Z","football","Football","2.1028580335036327"
"2020-09-23T13:33:07Z","commentisfree","Opinion","3.914843451708411"
"2020-09-23T13:25:14Z","us-news","US news","2.748886820744037"
"2020-09-23T13:15:54Z","sport","Sport","1.2701748999721902"
"2020-09-23T13:00:46Z","tv-and-radio","Television & radio","2.5159209075864175"
"2020-09-23T13:00:07Z","us-news","US news","0.8123216175817567"
"2020-09-23T12:55:18Z","commentisfree","Opinion","1.2590483443103289"
"2020-09-23T12:46:44Z","business","Business","3.446385521291301"
"2020-09-23T12:43:28Z","commentisfree","Opinion","3.7669108669189937"
"2020-09-23T12:42:28Z","music","Music","3.0752888363467816"
"2020-09-23T12:38:17Z","world","World news","2.336580098246731"
"2020-09-23T12:23:18Z","sport","Sport","2.1544339360017606"
"2020-09-23T12:22:06Z","politics","Politics","4.577284982498556"
"2020-09-23T12:18:25Z","world","World news","1.1354828244764374"
"2020-09-23T12:18:08Z","business","Business","4.15438893365893"
"2020-09-23T12:17:12Z","media","Media","0.5203365650256228"
"2020-09-23T12:16:16Z","football","Football","3.4515703613118425"
"2020-09-23T12:04:16Z","film","Film","1.9510707109667471"
"2020-09-23T12:03:53Z","politics","Politics","3.165345471771127"
"2020-09-23T12:03:14Z","books","Books","0.5682135445495318"
"2020-09-23T12:02:52Z","world","World news","1.6727249747825774"
"2020-09-23T12:00:45Z","film","Film","0.0"
"2020-09-23T11:46:29Z","world","World news","4.027784265649443"
"2020-09-23T11:44:47Z","technology","Technology","1.61264561366087"
"2020-09-23T11:44:41Z","tv-and-radio","Television & radio","0.7100663229357645"
"2020-09-23T11:34:35Z","business","Business","2.837742508243165"
"2020-09-23T11:33:03Z","world","World news","1.1180963667513508"
"2020-09-23T11:30:44Z","world","World news","2.865412369474101"
"2020-09-23T11:29:36Z","film","Film","1.5542091544863146"
"2020-09-23T11:29:24Z","world","World news","2.2452500826105157"
"2020-09-23T11:28:30Z","music","Music","1.812901905801864"
"2020-09-23T11:15:45Z","music","Music","1.416474450810199"
"2020-09-23T11:07:40Z","world","World news","3.52395025360388"
"2020-09-23T11:03:07Z","world","World news","4.185022959776387"
"2020-09-23T11:00:44Z","music","Music","2.0992324697171636"
"2020-09-23T11:00:44Z","food","Food","1.8210792070132433"
"2020-09-23T11:00:43Z","commentisfree","Opinion","3.23756548599496"
"2020-09-23T11:00:43Z","football","Football","1.8803128665695001"
"2020-09-23T10:53:36Z","society","Society","3.7350461301218734"
"2020-09-23T10:39:49Z","australia-news","Australia news","1.233891999931872"
"2020-09-23T10:35:03Z","music","Music","3.0526393654049992"
"2020-09-23T10:31:47Z","media","Media","3.292741759425439"
"2020-09-23T10:30:42Z","food","Food","1.2712813438067667"
"2020-09-23T10:21:43Z","film","Film","1.143673325653293"
"2020-09-23T10:18:43Z","commentisfree","Opinion","1.4270108091732159"
"2020-09-23T10:14:47Z","world","World news","3.381646942812464"
"2020-09-23T10:00:45Z","environment","Environment","2.8475505072026235"
"2020-09-23T10:00:45Z","commentisfree","Opinion","3.223688346689078"
"2020-09-23T10:00:45Z","food","Food","1.0080087260936146"
"2020-09-23T10:00:44Z","tv-and-radio","Television & radio","1.8617180578349655"
"2020-09-23T10:00:44Z","us-news","US news","2.065962989726453"
"2020-09-23T10:00:43Z","film","Film","0.9264600537835465"
"2020-09-23T10:00:42Z","us-news","US news","2.1510012095824695"
"2020-09-23T09:52:05Z","business","Business","3.5417345866613177"
"2020-09-23T09:50:24Z","australia-news","Australia news","1.1121260078348325"
"2020-09-23T09:49:07Z","books","Books","3.6018640241026776"
"2020-09-23T09:43:57Z","stage","Stage","1.5408118115362595"
"2020-09-23T09:30:40Z","sport","Sport","3.006697033692806"
"2020-09-23T09:30:40Z","world","World news","1.2291666626698992"
"2020-09-23T09:17:40Z","environment","Environment","1.9125513737080178"
"2020-09-23T09:12:09Z","football","Football","0.9803087178898796"
"2020-09-23T09:08:55Z","commentisfree","Opinion","3.822339279292074"
"2020-09-23T09:04:51Z","football","Football","0.0"
"2020-09-23T09:03:16Z","australia-news","Australia news","1.386594436140897"
"2020-09-23T09:00:40Z","us-news","US news","2.636448304362984"
"2020-09-23T09:00:40Z","us-news","US news","4.103423954421387"
"2020-09-23T09:00:40Z","us-news","US news","1.8496865348658662"
"2020-09-23T08:56:49Z","world","World news","3.775887680538413"
"2020-09-23T08:54:39Z","world","World news","2.5980724457335396"
"2020-09-23T08:52:26Z","world","World news","3.101745293336534"
"2020-09-23T08:45:47Z","society","Society","2.3311706152376535"
"2020-09-23T08:42:11Z","australia-news","Australia news","3.0061300066851886"
"2020-09-23T08:30:39Z","fashion","Fashion","2.845851742927939"
"2020-09-23T08:30:39Z","environment","Environment","0.992077965547597"
"2020-09-23T08:27:29Z","football","Football","0.4968285056648918"
"2020-09-23T08:08:08Z","world","World news","3.9338422503311974"
"2020-09-23T08:00:21Z","money","Money","1.1856236656577395"
"2020-09-23T08:00:21Z","books","Books","1.6851371494301663"
"2020-09-23T08:00:21Z","film","Film","0.0"
"2020-09-23T08:00:20Z","world","World news","2.1919089502018325"
"2020-09-23T08:00:20Z","news","News","2.7606167794889678"
"2020-09-23T07:52:02Z","world","World news","3.507045859972152"
"2020-09-23T07:44:16Z","commentisfree","Opinion","0.0"
"2020-09-23T07:35:09Z","uk-news","UK news","1.6355405363367377"
"2020-09-23T07:30:55Z","world","World news","4.046944776574757"
"2020-09-23T07:30:20Z","us-news","US news","1.828586355657288"
"2020-09-23T07:00:28Z","australia-news","Australia news","3.872583570742612"
"2020-09-23T07:00:19Z","world","World news","1.1529836924502366"
"2020-09-23T07:00:19Z","society","Society","4.251018949989205"
"2020-09-23T06:54:33Z","australia-news","Australia news","2.946764561609916"
"2020-09-23T06:52:29Z","environment","Environment","1.919874987879545"
"2020-09-23T06:46:07Z","technology","Technology","1.8818839094364663"
"2020-09-23T06:45:04Z","technology","Technology","1.2421509127688775"
"2020-09-23T06:30:18Z","books","Books","1.7548189537456131"
"2020-09-23T06:15:18Z","global-development","Global development","3.6820788250667973"
"2020-09-23T06:04:18Z","commentisfree","Opinion","2.1207665543193497"
"2020-09-23T06:00:19Z","commentisfree","Opinion","1.7374127931818613"
"2020-09-23T06:00:19Z","society","Society","3.839559714365543"
"2020-09-23T06:00:18Z","stage","Stage","2.0752796238779494"
"2020-09-23T06:00:18Z","law","Law","2.3915027515623275"
"2020-09-23T06:00:18Z","commentisfree","Opinion","0.920057214669632"
"2020-09-23T06:00:18Z","commentisfree","Opinion","1.7679204380520026"
"2020-09-23T05:50:31Z","australia-news","Australia news","4.380036785616782"
"2020-09-23T05:48:00Z","football","Football","1.5690910901727264"
"2020-09-23T05:43:52Z","world","World news","2.525268768466626"
"2020-09-23T05:41:11Z","australia-news","Australia news","1.5325059089888968"
"2020-09-23T05:30:17Z","travel","Travel","1.806493476039112"
"2020-09-23T05:27:25Z","world","World news","3.7945064830159536"
"2020-09-23T05:27:21Z","world","World news","3.7912578205753333"
"2020-09-23T05:20:17Z","tv-and-radio","Television & radio","1.8520284792897497"
"2020-09-23T05:01:17Z","society","Society","4.178187298218548"
"2020-09-23T05:00:45Z","australia-news","Australia news","1.749303123255677"
"2020-09-23T05:00:18Z","artanddesign","Art and design","0.0"
"2020-09-23T05:00:17Z","global-development","Global development","2.6045191104176735"
"2020-09-23T05:00:17Z","us-news","US news","1.9140282541556966"
"2020-09-23T05:00:17Z","society","Society","3.6749661052674893"
"2020-09-23T05:00:17Z","world","World news","4.4948024820761265"
"2020-09-23T05:00:17Z","world","World news","4.258795874230119"
"2020-09-23T04:42:04Z","world","World news","1.3883980433382312"
"2020-09-23T04:31:41Z","australia-news","Australia news","1.4494732627414222"
"2020-09-23T04:30:16Z","environment","Environment","0.8975108372225588"
"2020-09-23T04:26:56Z","world","World news","2.1092842639119307"
"2020-09-23T04:22:50Z","australia-news","Australia news","3.1803969276542423"
"2020-09-23T04:00:15Z","world","World news","3.367295829986474"
"2020-09-23T03:07:01Z","sport","Sport","2.806220751693797"
"2020-09-23T02:58:50Z","australia-news","Australia news","0.0"
"2020-09-23T02:29:28Z","culture","Culture","1.0617930612230564"
"2020-09-23T02:22:47Z","us-news","US news","0.0"
"2020-09-23T02:08:57Z","lifeandstyle","Life and style","2.5209538726718015"
"2020-09-23T02:00:13Z","film","Film","0.46262352194811307"
"2020-09-23T01:21:29Z","world","World news","4.344268406889835"
"2020-09-23T01:13:45Z","us-news","US news","3.9161463207588825"
"2020-09-23T00:58:54Z","australia-news","Australia news","3.016968447874802"
"2020-09-23T00:49:22Z","dairy-australia-the-food-matrix","Dairy Australia: The food matrix","2.6051043290090607"
"2020-09-23T00:36:08Z","sport","Sport","1.3997947557747903"
"2020-09-23T00:17:45Z","world","World news","3.9501143648565167"
